WinOrLost,year,team1,team2,score,players,,,,,,,,,,,,,,,
1,1991,Real Burgos,Valencia,2-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,Eduardo Vélez Díez,Pedrag Jurić,Julen del Val Zenarruzabieta,Javier Bengoetxea Iparraguirre,Ángel Ándres Lozano Zorita,José Emilio Blanco Cabezón
0,1991,Tenerife,Real Burgos,4-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,Julen del Val Zenarruzabieta,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,José Emilio Blanco Cabezón,Pedrag Jurić
0,1991,Real Burgos,Cádiz,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Gavril Pele Balint,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,Javier Bengoetxea Iparraguirre,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta
0,1991,Valladolid,Real Burgos,2-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Julen del Val Zenarruzabieta,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Pedrag Jurić,Ángel Ándres Lozano Zorita,Javier Bengoetxea Iparraguirre,José Manuel Freire Chapela
1,1991,Real Burgos,Athletic Club,2-0,Agustín de Carlos Elduayen,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Julen del Val Zenarruzabieta,José Emilio Blanco Cabezón,Ángel Ándres Lozano Zorita,Alejandro Rodríguez López,Gavril Pele Balint
0,1991,Sevilla,Real Burgos,3-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,José Manuel Freire Chapela,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,Gavril Pele Balint,Eduardo Vélez Díez,Lorenzo Juarros García,Narciso Manuel Rodríguez de Armas,Julen del Val Zenarruzabieta,Ángel Ándres Lozano Zorita,José Emilio Blanco Cabezón
0,1991,Real Burgos,Sporting de Gijón,0-1,Agustín de Carlos Elduayen,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Javier Bengoetxea Iparraguirre,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Alejandro Rodríguez López,Gavril Pele Balint,Ángel Ándres Lozano Zorita,Pedro Luis Tamayo Tornadijo,Julen del Val Zenarruzabieta
0,1991,Real Madrid,Real Burgos,2-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,José Emilio Blanco Cabezón,Ivica Barbarić,Joseba Aguirre López,José Manuel Freire Chapela,Gavril Pele Balint,Eduardo Vélez Díez,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Ángel Ándres Lozano Zorita,Javier Bengoetxea Iparraguirre,Lorenzo Juarros García
1,1991,Real Burgos,Logroñés,2-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,Eduardo Vélez Díez,Lorenzo Juarros García,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,José Emilio Blanco Cabezón
0,1991,Deportivo de La Coruña,Real Burgos,2-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Julen del Val Zenarruzabieta,José Emilio Blanco Cabezón,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,José Crespí Fernández,Lorenzo Juarros García,Ángel Ándres Lozano Zorita,José Manuel Freire Chapela,Ángel Barrientos Pastrana
1,1991,Real Burgos,Albacete,3-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Zsolt Limperger,Gavril Pele Balint,José Crespí Fernández,Narciso Manuel Rodríguez de Armas,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,José Emilio Blanco Cabezón
0,1991,Barcelona,Real Burgos,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Zsolt Limperger,Ivica Barbarić,José Emilio Blanco Cabezón,Javier Bengoetxea Iparraguirre,Julen del Val Zenarruzabieta,Ángel Ándres Lozano Zorita,Narciso Manuel Rodríguez de Armas,José Crespí Fernández
0,1991,Mallorca,Real Burgos,2-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Fernando Tocornal Linares,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,José Emilio Blanco Cabezón,Enrique Ayúcar Alberdi,Zsolt Limperger,Ivica Barbarić,Joseba Aguirre López,Gavril Pele Balint,Narciso Manuel Rodríguez de Armas,Javier Bengoetxea Iparraguirre,Ángel Ándres Lozano Zorita,José Crespí Fernández
1,1991,Real Burgos,Español,2-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Manuel Freire Chapela,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,José Emilio Blanco Cabezón,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Javier Bengoetxea Iparraguirre,Lorenzo Juarros García
0,1991,Real Sociedad,Real Burgos,4-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Manuel Enrique Jiménez Abalo,Pedro Luis Tamayo Tornadijo,Enrique Ayúcar Alberdi,Ivica Barbarić,Joseba Aguirre López,José Emilio Blanco Cabezón,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,Javier Bengoetxea Iparraguirre,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,Eduardo Vélez Díez
0,1991,Real Burgos,Zaragoza,0-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Pedro Luis Tamayo Tornadijo,Manuel Enrique Jiménez Abalo,Enrique Ayúcar Alberdi,Joseba Aguirre López,Ivica Barbarić,José Emilio Blanco Cabezón,Gavril Pele Balint,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Ángel Barrientos Pastrana,José Manuel Freire Chapela
0,1991,Oviedo,Real Burgos,3-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Ángel Barrientos Pastrana,Javier Bengoetxea Iparraguirre,Manuel Enrique Jiménez Abalo,José Emilio Blanco Cabezón,Enrique Ayúcar Alberdi,Joseba Aguirre López,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Ángel Ándres Lozano Zorita,Julen del Val Zenarruzabieta,José Crespí Fernández,José Manuel Freire Chapela,Lorenzo Juarros García
1,1992,Real Burgos,Real Sociedad,4-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,Zsolt Limperger,Joseba Aguirre López,José Manuel Freire Chapela,Michel Boerebach,Gavril Pele Balint,Eduardo Vélez Díez,Julen del Val Zenarruzabieta,Javier Olaizola Rodríguez,Miguel González Bastón,Narciso Manuel Rodríguez de Armas,Emilio Ángel Fenoll Mora
0,1992,Real Madrid,Real Burgos,3-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Sebastián Herrera Zamora,Joseba Aguirre López,José Manuel Freire Chapela,Zsolt Limperger,Michel Boerebach,Gavril Pele Balint,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,Luis Fernando Fernández Rodríguez,Miguel González Bastón,Javier Olaizola Rodríguez,Julen del Val Zenarruzabieta
0,1992,Real Burgos,Tenerife,0-3,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,Zsolt Limperger,Joseba Aguirre López,José Manuel Freire Chapela,Michel Boerebach,Gavril Pele Balint,Eduardo Vélez Díez,Julen del Val Zenarruzabieta,Emilio Ángel Fenoll Mora,Miguel González Bastón,Javier Olaizola Rodríguez,Narciso Manuel Rodríguez de Armas
0,1992,Barcelona,Real Burgos,4-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,Luis Fernando Fernández Rodríguez,Joseba Aguirre López,Zsolt Limperger,José Manuel Freire Chapela,Michel Boerebach,Gavril Pele Balint,Narciso Manuel Rodríguez de Armas,Lorenzo Juarros García,Eduardo Vélez Díez,Miguel González Bastón,Sebastián Herrera Zamora,Julen del Val Zenarruzabieta
0,1992,Atlético de Madrid,Real Burgos,2-0,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,José Manuel Freire Chapela,Julen del Val Zenarruzabieta,Zsolt Limperger,Luis Fernando Fernández Rodríguez,Michel Boerebach,Gavril Pele Balint,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,Lorenzo Juarros García,José Ignacio García Sendín,Alejandro Rodríguez López,Sebastián Herrera Zamora,Maximiliano Manrique Mazuela
1,1992,Real Burgos,Sporting de Gijón,2-1,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Julen del Val Zenarruzabieta,Zsolt Limperger,Michel Boerebach,Emilio Ángel Fenoll Mora,Gavril Pele Balint,Eduardo Vélez Díez,Lorenzo Juarros García,José Ignacio García Sendín,Alejandro Rodríguez López,Sebastián Herrera Zamora,Maximiliano Manrique Mazuela
1,1992,Alcoyano,Real Burgos,1-3,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Julen del Val Zenarruzabieta,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Zsolt Limperger,Michel Boerebach,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,,,,
0,1992,Albacete,Real Burgos,4-0,Agustín de Carlos Elduayen,Jesús María Bastida Montoya,Javier Olaizola Rodríguez,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Julen del Val Zenarruzabieta,José Manuel Freire Chapela,Zsolt Limperger,Michel Boerebach,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,Emilio Ángel Fenoll Mora,José Ignacio García Sendín,Narciso Manuel Rodríguez de Armas,José Emilio Blanco Cabezón
0,1992,Real Burgos,Deportivo de La Coruña,0-0,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,José Manuel Freire Chapela,Luis Fernando Fernández Rodríguez,Zsolt Limperger,Michel Boerebach,Eduardo Vélez Díez,Gavril Pele Balint,Miguel González Bastón,Julen del Val Zenarruzabieta,Emilio Ángel Fenoll Mora,Lorenzo Juarros García,Ángel Barrientos Pastrana
0,1992,Valencia,Real Burgos,5-0,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Zsolt Limperger,Joseba Aguirre López,José Manuel Freire Chapela,Michel Boerebach,Luis Fernando Fernández Rodríguez,Gavril Pele Balint,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,Lorenzo Juarros García,Miguel González Bastón,Julen del Val Zenarruzabieta,Ángel Barrientos Pastrana
0,1992,Real Burgos,Logroñés,2-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Javier Olaizola Rodríguez,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Luis Fernando Fernández Rodríguez,Joseba Aguirre López,Zsolt Limperger,Michel Boerebach,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,José Manuel Freire Chapela,Miguel González Bastón,Sebastián Herrera Zamora,Ángel Barrientos Pastrana
1,1992,Real Burgos,Alcoyano,2-1,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Sebastián Herrera Zamora,Joseba Aguirre López,José Manuel Freire Chapela,Michel Boerebach,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,,,,
0,1992,Athletic Club,Real Burgos,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Javier Bengoetxea Iparraguirre,Sebastián Herrera Zamora,José Manuel Freire Chapela,Joseba Aguirre López,Luis Fernando Fernández Rodríguez,Michel Boerebach,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora,José Ignacio García Sendín,Javier Olaizola Rodríguez,Jesús María Bastida Montoya,Julen del Val Zenarruzabieta
0,1992,Real Burgos,Zaragoza,1-1,Agustín de Carlos Elduayen,Jesús María Bastida Montoya,Alejandro Rodríguez López,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,Joseba Aguirre López,Michel Boerebach,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Lorenzo Juarros García,Javier Olaizola Rodríguez,José Ignacio García Sendín,Sebastián Herrera Zamora,Emilio Ángel Fenoll Mora
0,1992,Valladolid,Real Burgos,1-1,Agustín de Carlos Elduayen,Jesús María Bastida Montoya,Alejandro Rodríguez López,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,José Manuel Freire Chapela,Joseba Aguirre López,Michel Boerebach,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,Lorenzo Juarros García,,,
0,1992,Español,Real Burgos,3-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Luis Fernando Fernández Rodríguez,Joseba Aguirre López,Michel Boerebach,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,José Emilio Blanco Cabezón,Lorenzo Juarros García,Miguel González Bastón,Jesús María Bastida Montoya,Javier Olaizola Rodríguez
0,1992,Real Burgos,Cádiz,0-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,Miguel Tendillo Belenguer,Javier Bengoetxea Iparraguirre,Joseba Aguirre López,Luis Fernando Fernández Rodríguez,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Zsolt Limperger,Gavril Pele Balint,José Ignacio García Sendín,Javier Olaizola Rodríguez,José Emilio Blanco Cabezón
0,1992,Oviedo,Real Burgos,3-0,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,José Manuel Freire Chapela,Michel Boerebach,Joseba Aguirre López,José Emilio Blanco Cabezón,Zsolt Limperger,Narciso Manuel Rodríguez de Armas,Luis Fernando Fernández Rodríguez,Lorenzo Juarros García,Miguel González Bastón,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora
0,1992,Real Burgos,Rayo Vallecano,0-3,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Miguel Tendillo Belenguer,Javier Bengoetxea Iparraguirre,José Manuel Freire Chapela,Joseba Aguirre López,José Emilio Blanco Cabezón,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,Michel Boerebach,Miguel González Bastón,Javier Olaizola Rodríguez,Luis Fernando Fernández Rodríguez
0,1992,Real Burgos,Valladolid,1-1,Miguel González Bastón,Jesús María Bastida Montoya,Javier Olaizola Rodríguez,José Manuel Freire Chapela,Joseba Aguirre López,Luis Fernando Fernández Rodríguez,Zsolt Limperger,José Emilio Blanco Cabezón,Michel Boerebach,Emilio Ángel Fenoll Mora,Narciso Manuel Rodríguez de Armas,Lorenzo Juarros García,Sebastián Herrera Zamora,,,
0,1992,Celta de Vigo,Real Burgos,1-1,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Jesús María Bastida Montoya,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,José Manuel Freire Chapela,Joseba Aguirre López,Zsolt Limperger,Michel Boerebach,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,Lorenzo Juarros García,Alejandro Rodríguez López,Miguel González Bastón,José Emilio Blanco Cabezón,Ángel Barrientos Pastrana
0,1992,Real Burgos,Sevilla,0-2,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Jesús María Bastida Montoya,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,José Manuel Freire Chapela,Joseba Aguirre López,Zsolt Limperger,Michel Boerebach,Emilio Ángel Fenoll Mora,Narciso Manuel Rodríguez de Armas,Alejandro Rodríguez López,Gavril Pele Balint,Miguel González Bastón,Eduardo Vélez Díez,Lorenzo Juarros García
0,1992,Osasuna,Real Burgos,1-0,Miguel González Bastón,Jesús María Bastida Montoya,Javier Olaizola Rodríguez,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,José Manuel Freire Chapela,Zsolt Limperger,Joseba Aguirre López,Michel Boerebach,Narciso Manuel Rodríguez de Armas,Gavril Pele Balint,Agustín de Carlos Elduayen,Javier Bengoetxea Iparraguirre,Luis Fernando Fernández Rodríguez,Eduardo Vélez Díez
0,1992,Real Sociedad,Real Burgos,2-2,Miguel González Bastón,Alejandro Rodríguez López,Jesús María Bastida Montoya,Lorenzo Juarros García,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Zsolt Limperger,José Manuel Freire Chapela,Joseba Aguirre López,Gavril Pele Balint,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,José Ignacio García Sendín,Javier Olaizola Rodríguez,Julen del Val Zenarruzabieta
0,1992,Real Burgos,Real Madrid,1-2,Miguel González Bastón,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,José Manuel Freire Chapela,Joseba Aguirre López,Zsolt Limperger,José Emilio Blanco Cabezón,Gavril Pele Balint,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Agustín de Carlos Elduayen,Jesús María Bastida Montoya,Michel Boerebach
0,1992,Tenerife,Real Burgos,3-1,Miguel González Bastón,Jesús María Bastida Montoya,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Sebastián Herrera Zamora,José Manuel Freire Chapela,Juan José Vallina Santos,Joseba Aguirre López,Zsolt Limperger,José Emilio Blanco Cabezón,Miguel Tendillo Belenguer,Agustín de Carlos Elduayen,Javier Alonso Fraile,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas
0,1992,Real Burgos,Barcelona,0-1,Miguel González Bastón,Jesús María Bastida Montoya,Alejandro Rodríguez López,Lorenzo Juarros García,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Juan José Vallina Santos,Zsolt Limperger,José Manuel Freire Chapela,Narciso Manuel Rodríguez de Armas,Eduardo Vélez Díez,Javier Alonso Fraile,Emilio Ángel Fenoll Mora,Agustín de Carlos Elduayen,José Emilio Blanco Cabezón,Javier Olaizola Rodríguez
0,1992,Sporting de Gijón,Real Burgos,0-0,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Jesús María Bastida Montoya,Lorenzo Juarros García,Miguel Tendillo Belenguer,José Manuel Freire Chapela,Juan José Vallina Santos,Joseba Aguirre López,Zsolt Limperger,José Emilio Blanco Cabezón,Narciso Manuel Rodríguez de Armas,Alejandro Rodríguez López,Javier Bengoetxea Iparraguirre,Miguel González Bastón,Javier Alonso Fraile,Eduardo Vélez Díez
0,1992,Real Burgos,Albacete,0-0,Agustín de Carlos Elduayen,Jesús María Bastida Montoya,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,Miguel Tendillo Belenguer,José Emilio Blanco Cabezón,Juan José Vallina Santos,Joseba Aguirre López,Javier Alonso Fraile,Narciso Manuel Rodríguez de Armas,Michel Boerebach,Miguel González Bastón,Javier Bengoetxea Iparraguirre,Eduardo Vélez Díez,Emilio Ángel Fenoll Mora
0,1992,Deportivo de La Coruña,Real Burgos,5-0,Agustín de Carlos Elduayen,Jesús María Bastida Montoya,Alejandro Rodríguez López,Sebastián Herrera Zamora,Miguel Tendillo Belenguer,Juan José Vallina Santos,Joseba Aguirre López,Javier Alonso Fraile,José Manuel Freire Chapela,Florencio Villalba Bogado,Eduardo Vélez Díez,Javier Olaizola Rodríguez,Javier Bengoetxea Iparraguirre,Julen del Val Zenarruzabieta,Miguel González Bastón,Narciso Manuel Rodríguez de Armas
0,1992,Real Burgos,Atlético de Madrid,0-2,Agustín de Carlos Elduayen,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,Joseba Aguirre López,Zsolt Limperger,José Emilio Blanco Cabezón,Michel Boerebach,Narciso Manuel Rodríguez de Armas,Florencio Villalba Bogado,Eduardo Vélez Díez,Javier Alonso Fraile,Miguel González Bastón,Javier Olaizola Rodríguez,Julen del Val Zenarruzabieta,Juan José Vallina Santos
0,1992,Real Burgos,Valencia,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Sebastián Herrera Zamora,Miguel Tendillo Belenguer,Joseba Aguirre López,Zsolt Limperger,José Emilio Blanco Cabezón,Michel Boerebach,Florencio Villalba Bogado,Eduardo Vélez Díez,Julen del Val Zenarruzabieta,Miguel González Bastón,Javier Bengoetxea Iparraguirre,Juan José Vallina Santos,Narciso Manuel Rodríguez de Armas
1,1992,Logroñés,Real Burgos,0-1,Agustín de Carlos Elduayen,Lorenzo Juarros García,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,Zsolt Limperger,Michel Boerebach,Florencio Villalba Bogado,Eduardo Vélez Díez,Javier Olaizola Rodríguez,Gavril Pele Balint,Miguel González Bastón,Julen del Val Zenarruzabieta,Javier Alonso Fraile
0,1992,Real Burgos,Athletic Club,1-1,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Lorenzo Juarros García,Sebastián Herrera Zamora,Miguel Tendillo Belenguer,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Joseba Aguirre López,Zsolt Limperger,Gavril Pele Balint,Eduardo Vélez Díez,Juan José Vallina Santos,Miguel González Bastón,Julen del Val Zenarruzabieta,Alejandro Rodríguez López,Florencio Villalba Bogado
0,1992,Zaragoza,Real Burgos,2-1,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Lorenzo Juarros García,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,José Emilio Blanco Cabezón,Julen del Val Zenarruzabieta,Joseba Aguirre López,Michel Boerebach,Eduardo Vélez Díez,Florencio Villalba Bogado,Alejandro Rodríguez López,Miguel González Bastón,José Manuel Freire Chapela,Luis Fernando Fernández Rodríguez
0,1992,Real Burgos,Español,1-1,Agustín de Carlos Elduayen,Javier Olaizola Rodríguez,Alejandro Rodríguez López,Lorenzo Juarros García,Javier Bengoetxea Iparraguirre,Sebastián Herrera Zamora,Zsolt Limperger,Joseba Aguirre López,Michel Boerebach,Gavril Pele Balint,Eduardo Vélez Díez,Narciso Manuel Rodríguez de Armas,Miguel González Bastón,José Manuel Freire Chapela,Julen del Val Zenarruzabieta,Juan José Vallina Santos
0,1992,Cádiz,Real Burgos,3-2,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,José Manuel Freire Chapela,Joseba Aguirre López,Zsolt Limperger,José Emilio Blanco Cabezón,Michel Boerebach,Eduardo Vélez Díez,Javier Olaizola Rodríguez,Narciso Manuel Rodríguez de Armas,Miguel González Bastón,Julen del Val Zenarruzabieta,Luis Fernando Fernández Rodríguez
0,1992,Real Burgos,Oviedo,1-1,Agustín de Carlos Elduayen,Alejandro Rodríguez López,Lorenzo Juarros García,Miguel Tendillo Belenguer,Javier Bengoetxea Iparraguirre,José Manuel Freire Chapela,Joseba Aguirre López,José Emilio Blanco Cabezón,Zsolt Limperger,Michel Boerebach,Eduardo Vélez Díez,Juan José Vallina Santos,Emilio Ángel Fenoll Mora,Miguel González Bastón,Javier Olaizola Rodríguez,Julen del Val Zenarruzabieta
0,1992,Rayo Vallecano,Real Burgos,2-1,Agustín de Carlos Elduayen,Lorenzo Juarros García,Miguel Tendillo Belenguer,Javier Bengoetxea Iparraguirre,Juan José Vallina Santos,Julen del Val Zenarruzabieta,Joseba Aguirre López,José Manuel Freire Chapela,Michel Boerebach,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,Luis Fernando Fernández Rodríguez,José Emilio Blanco Cabezón,Miguel González Bastón,Javier Alonso Fraile,Javier Olaizola Rodríguez
0,1992,Real Burgos,Celta de Vigo,1-1,Agustín de Carlos Elduayen,Lorenzo Juarros García,Miguel Tendillo Belenguer,Sebastián Herrera Zamora,Javier Bengoetxea Iparraguirre,Zsolt Limperger,José Emilio Blanco Cabezón,José Manuel Freire Chapela,Julen del Val Zenarruzabieta,Emilio Ángel Fenoll Mora,Eduardo Vélez Díez,Juan José Vallina Santos,Florencio Villalba Bogado,Miguel González Bastón,Javier Olaizola Rodríguez,Alejandro Rodríguez López
